City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,alofi,-19.0595,-169.9187,23.94,73,75,5.14,NU,1724882971
367,melekeok village,7.4957,134.6367,27.31,89,100,2.57,PW,1724882973
368,ha tinh,18.3333,105.9,25.77,84,47,1.31,VN,1724882974
369,la passe,45.5549,-0.8967,18.54,89,37,4.14,FR,1724882390
370,rio grande,-32.035,-52.0986,12.39,85,3,5.59,BR,1724882976
371,targuist,34.9377,-4.3186,22.03,71,99,0.94,MA,1724882977
372,briviesca,42.5499,-3.3232,15.59,96,69,2.84,ES,1724882978
373,xiaoshan,30.1675,120.2588,26.92,94,40,1.0,CN,1724882979
374,"laikit, laikit ii (dimembe)",1.4792,124.9735,23.47,88,20,2.06,ID,1724882980
375,pisco,-13.7,-76.2167,18.03,72,0,7.72,PE,1724882981
376,obo,5.3998,26.4869,20.39,98,100,1.54,CF,1724882982
377,douz,33.4663,9.0203,26.64,61,25,6.22,TN,1724882768
378,say,13.1007,2.3689,26.81,76,67,4.01,NE,1724882985
379,vanino,49.0869,140.2543,17.91,86,86,1.07,RU,1724882986
380,usinsk,65.9939,57.5281,10.2,74,28,6.74,RU,1724882987
381,westport,41.1415,-73.3579,31.98,68,0,3.09,US,1724882988
382,bardai,11.65,7.2333,21.76,95,91,2.57,NG,1724882989
383,daru,-9.0763,143.2092,25.45,79,99,5.83,PG,1724882990
384,yeppoon,-23.1333,150.7333,18.91,78,21,1.73,AU,1724882991
385,malanje,-9.5402,16.341,21.05,57,1,3.84,AO,1724882992
386,santa cruz,-17.8,-63.1667,27.7,36,19,3.6,BO,1724882917
387,kristiansund,63.1115,7.732,16.36,88,75,2.06,NO,1724882995
388,belmonte,-15.8631,-38.8828,23.29,73,98,6.66,BR,1724882996
389,yung shue wan,22.2333,114.1167,28.75,84,100,1.26,HK,1724882997
390,copala,16.65,-98.9833,29.58,64,22,3.29,MX,1724882998
391,jalqani,12.4486,34.2186,22.01,91,100,3.35,SD,1724882999
392,mermoz boabab,14.7065,-17.4758,27.35,89,100,6.69,SN,1724883000
393,fort st. john,56.2499,-120.8529,21.89,32,3,4.61,CA,1724883001
394,carnarvon,-24.8667,113.6333,19.6,77,11,6.04,AU,1724883003
395,saldanha,-33.0117,17.9442,9.3,58,80,5.57,ZA,1724883004
396,iquique,-20.2208,-70.1431,15.11,77,72,0.62,CL,1724883005
397,tabas,33.5959,56.9244,29.13,17,6,1.42,IR,1724883006
398,simenqian,27.4872,110.8861,21.5,93,26,1.13,CN,1724883007
399,hammerfest,70.6634,23.6821,11.25,82,100,1.54,NO,1724883008
400,san matias,-16.3667,-58.4,30.63,17,54,1.21,BO,1724883009
401,berezovyy,51.6667,135.7,18.1,79,98,2.46,RU,1724883010
402,bani walid,31.7566,13.9942,25.9,64,8,3.95,LY,1724883011
403,tofol,5.3248,163.0078,28.88,84,75,1.03,FM,1724882747
404,pampas,-12.4,-74.9,12.2,47,51,4.48,PE,1724883014
405,nueve de julio,-35.4444,-60.8831,14.42,58,100,3.39,AR,1724882863
406,kattivakkam,13.2167,80.3167,28.41,86,100,5.64,IN,1724883016
407,lukolela,-1.0605,17.1821,27.03,48,88,2.05,CD,1724883017
408,rio verde de mato grosso,-18.9181,-54.8442,29.35,19,69,2.42,BR,1724883018
409,rongelap,11.1635,166.8941,28.55,72,100,3.63,MH,1724883019
410,port saint john's,-31.6229,29.5448,12.76,45,5,8.01,ZA,1724883020
411,den chai,17.9837,100.0522,23.56,98,100,0.88,TH,1724883021
412,kontcha,7.9667,12.2333,21.89,96,100,1.57,CM,1724883022
413,palangkaraya,-2.2,113.8333,22.33,99,100,0.34,ID,1724883024
414,eforie sud,44.0229,28.6494,23.22,68,15,0.47,RO,1724883025
415,les cayes,18.2,-73.75,29.86,70,61,2.47,HT,1724883026
416,lilongwe,-13.9669,33.7873,20.98,68,36,1.32,MW,1724883027
417,richards bay,-28.783,32.0377,17.01,78,100,6.36,ZA,1724883028
418,betio village,1.358,172.9211,31.02,78,100,5.58,KI,1724883029
419,saint-pierre,-21.3393,55.4781,18.82,68,0,1.54,RE,1724883030
420,surab,28.4914,66.2585,22.62,66,95,1.22,PK,1724883031
421,luena,-11.7833,19.9167,17.1,24,5,1.2,AO,1724883033
422,bafra,41.5678,35.9069,21.63,82,55,1.76,TR,1724883034
423,paita,-5.0892,-81.1144,18.97,78,14,7.16,PE,1724883035
424,al bayda',32.7627,21.7551,22.74,64,0,3.69,LY,1724883036
425,kamaishi,39.2667,141.8833,23.72,91,100,2.12,JP,1724883037
426,lucapa,-8.4192,20.7447,22.88,30,6,0.99,AO,1724883038
427,suva,-18.1416,178.4415,22.71,94,75,4.12,FJ,1724882973
428,soroca,48.1558,28.2975,19.41,69,72,2.25,MD,1724883040
429,thung song,8.1645,99.6804,23.14,96,100,1.5,TH,1724883041
430,lodwar,3.1191,35.5973,29.0,48,17,10.27,KE,1724883042
431,newport,51.5877,-2.9984,15.3,89,4,4.05,GB,1724882939
432,thurso,58.5927,-3.5259,12.14,91,97,1.94,GB,1724883045
433,mili,6.0815,171.735,29.01,73,47,5.45,MH,1724883046
434,dyersburg,36.0345,-89.3856,36.6,32,0,2.06,US,1724883047
435,amherstburg,42.1168,-83.0499,29.42,89,0,0.0,CA,1724883048
436,ararat,39.8317,44.7049,23.69,35,10,1.59,AM,1724882870
437,tenenkou,14.4572,-4.9169,27.83,68,50,4.57,ML,1724883050
438,bilopillya,51.1502,34.3129,20.66,43,96,3.83,UA,1724883051
439,praia da vitoria,38.7333,-27.0667,22.64,78,51,2.69,PT,1724883052
440,xiaolingwei,32.0333,118.85,24.08,97,10,1.8,CN,1724883054
441,nakhon pathom,13.9833,100.0833,24.8,91,100,2.55,TH,1724883055
442,leh,34.1667,77.5833,11.8,68,100,2.93,IN,1724882817
443,san luis de la loma,17.2706,-100.8939,29.96,71,64,3.0,MX,1724882621
444,guiuan,11.0333,125.7247,28.61,79,100,4.32,PH,1724883058
445,bali chak,22.3667,87.55,26.19,91,39,1.89,IN,1724883059
446,santa ana,33.7456,-117.8678,30.82,53,20,5.66,US,1724882510
447,syktyvkar,61.6764,50.8099,12.85,76,0,2.0,RU,1724883061
448,lompoc,34.6391,-120.4579,23.23,67,0,6.17,US,1724883062
449,bumba,2.1833,22.4667,22.53,96,100,0.74,CD,1724883064
450,prince rupert,54.3161,-130.3201,13.05,100,100,4.12,CA,1724883065
451,bikenibeu village,1.3673,173.1241,30.98,70,40,4.63,KI,1724882616
452,longmen,24.9597,118.0889,24.96,96,71,1.26,CN,1724883067
453,sitka,57.0531,-135.33,15.94,77,75,3.09,US,1724883068
454,katabu,-4.9333,122.5167,24.42,77,99,1.5,ID,1724883069
455,ejigbo,7.9,4.3167,22.38,97,100,2.53,NG,1724883070
456,hamah,35.1318,36.7578,23.66,77,0,2.63,SY,1724883071
457,baoqing,46.3317,132.2111,19.04,90,7,2.32,CN,1724883072
458,kerikeri,-35.2268,173.9474,16.62,92,100,4.04,NZ,1724883074
459,tulu bolo,8.6667,38.2167,13.37,87,99,1.05,ET,1724883075
460,chui,-33.6971,-53.4616,9.64,87,58,3.0,UY,1724883076
461,uliastay,47.7417,96.8444,11.01,36,6,2.53,MN,1724883077
462,hasaki,35.7333,140.8333,26.67,83,100,1.81,JP,1724883078
463,gandajika,-6.75,23.95,29.98,24,75,0.78,CD,1724882561
464,new norfolk,-42.7826,147.0587,8.29,94,100,4.59,AU,1724883080
465,bilao,11.488,122.5599,23.96,100,100,1.23,PH,1724883081
466,chibougamau,49.9168,-74.3659,14.79,51,0,5.14,CA,1724882550
467,cidade velha,14.9167,-23.6167,27.26,74,40,4.63,CV,1724883084
468,mahina,-17.5065,-149.489,27.87,74,40,7.2,PF,1724883013
469,tyrnyauz,43.3828,42.9183,15.27,75,20,4.85,RU,1724883086
470,lagos,6.5833,3.75,23.79,95,94,1.72,NG,1724882477
471,island harbour,50.724,-1.2758,17.77,74,53,0.89,GB,1724883089
472,brigantine,39.4101,-74.3646,33.41,78,26,2.68,US,1724883090
473,lyndon,38.2567,-85.6016,35.86,42,20,5.14,US,1724882907
474,tuquerres,1.0923,-77.6209,13.29,58,28,3.99,CO,1724883093
475,kotel'nich,58.3089,48.348,12.66,83,32,2.57,RU,1724883095
476,kachug,53.9606,105.8817,10.2,95,63,1.51,RU,1724883096
477,zima,53.9202,102.0442,10.6,94,68,1.99,RU,1724883097
478,pune,18.5196,73.8553,24.21,90,85,2.55,IN,1724883014
479,berettyoujfalu,47.2167,21.55,23.17,44,12,2.92,HU,1724883100
480,mogi das cruzes,-23.5228,-46.1883,10.6,98,42,1.99,BR,1724883055
481,vorkuta,67.5,64.0,7.73,90,75,4.6,RU,1724883105
482,malpica,43.3228,-8.8105,19.1,97,92,4.71,ES,1724883106
483,penha,-26.7694,-48.6458,16.93,77,75,3.09,BR,1724883107
484,grand falls-windsor,48.9332,-55.6649,18.06,90,100,7.04,CA,1724883108
485,gaigeturi,33.4644,126.3183,27.27,80,27,10.9,KR,1724883109
486,meizhou,24.2977,116.1072,24.79,96,91,1.11,CN,1724883110
487,ormara,25.2088,64.6357,26.91,89,100,3.25,PK,1724883111
488,bozkurt,41.9577,34.0109,20.18,72,1,1.88,TR,1724883112
489,floro,61.5996,5.0328,17.98,68,100,7.72,NO,1724883114
490,acapulco de juarez,16.8634,-99.8901,31.9,55,40,4.12,MX,1724883115
491,cockburn town,21.4612,-71.1419,28.91,76,8,8.21,TC,1724883116
492,aripuana,-9.1667,-60.6333,30.75,25,0,0.73,BR,1724883117
493,tralee,52.2704,-9.7026,11.17,93,9,3.16,IE,1724883118
494,thabazimbi,-24.5917,27.4116,17.05,15,0,2.23,ZA,1724883119
495,langsa,4.4683,97.9683,23.22,93,99,0.82,ID,1724883120
496,palamedu,10.1167,78.1167,25.93,72,100,1.86,IN,1724883121
497,preobrazheniye,42.9019,133.9064,19.92,81,70,1.31,RU,1724883122
498,andergrove,-21.0833,149.1833,18.95,93,81,2.02,AU,1724883124
499,kelso,46.1468,-122.9084,24.92,41,0,4.12,US,1724883125
500,kerman,30.2832,57.0788,26.33,15,0,0.49,IR,1724883126
501,puerto madero,14.7208,-92.4215,32.11,62,20,5.14,MX,1724883127
502,zhatay,62.1594,129.8294,8.03,93,40,2.0,RU,1724883128
503,iguape,-24.7081,-47.5553,16.2,89,22,2.83,BR,1724883129
504,faya-largeau,17.9257,19.1043,29.7,57,64,3.83,TD,1724883130
505,malango,-2.9627,119.9001,18.43,98,100,0.57,ID,1724883131
506,kolokani,13.5728,-8.0339,23.64,85,100,3.19,ML,1724883132
507,as sulayyil,20.4607,45.5779,34.93,13,84,3.9,SA,1724883134
508,margate,51.3813,1.3862,20.94,75,76,4.31,GB,1724882940
509,soio,-6.1349,12.3689,21.64,90,12,3.2,AO,1724883136
510,saipan,15.1355,145.701,28.39,89,100,7.72,MP,1724883137
511,esmeralda,21.8525,-78.1169,31.1,60,74,6.2,CU,1724883138
512,dokshytsy,54.8924,27.7689,15.68,77,6,3.02,BY,1724883139
513,kalibo (poblacion),11.7061,122.3644,23.99,85,100,1.55,PH,1724883140
514,den burg,53.0542,4.7972,18.98,94,53,1.03,NL,1724883141
515,nha trang,12.25,109.1833,27.0,82,100,2.43,VN,1724883143
516,saynshand,44.8824,110.1163,21.94,48,62,4.22,MN,1724883144
517,ola,59.5833,151.2833,9.21,55,43,3.92,RU,1724883145
518,wewak,-3.5534,143.6268,26.55,82,14,1.77,PG,1724883147
519,jaleshwar,26.6471,85.8008,28.46,75,75,1.26,NP,1724883149
520,staraya vichuga,57.2683,41.8787,13.46,80,27,1.2,RU,1724883150
521,nar'yan-mar,67.6713,53.087,8.53,82,92,7.16,RU,1724883152
522,pindushi,62.9152,34.58,13.3,81,98,1.94,RU,1724883153
523,luwuk,-0.9516,122.7875,21.2,91,72,1.91,ID,1724883154
524,shenjiamen,29.9576,122.298,26.79,89,0,2.6,CN,1724883155
525,mananjary,-21.2167,48.3333,19.9,87,85,2.77,MG,1724883156
526,torghay,49.6339,63.4981,17.17,39,1,1.67,KZ,1724883157
527,santa marta,11.2408,-74.199,32.16,68,40,1.54,CO,1724883158
528,at taj,24.2049,23.2857,33.85,25,61,7.83,LY,1724883159
529,zapolyarnyy,69.4154,30.8136,11.24,81,100,2.48,RU,1724883160
530,pangkalanbuun,-2.6833,111.6167,22.26,100,91,0.85,ID,1724883163
531,tongouson,5.0214,120.1328,27.35,80,100,1.45,PH,1724883164
532,yahyali,38.1023,35.357,18.87,46,3,2.11,TR,1724883165
533,zamora,-4.0692,-78.9567,22.3,84,79,1.56,EC,1724883166
534,kodinsk,58.6881,99.1844,7.53,93,67,0.66,RU,1724883167
535,napili-honokowai,20.9708,-156.6705,29.1,78,18,5.93,US,1724883169
536,nova vicosa,-17.8919,-39.3719,22.82,66,58,5.11,BR,1724883171
537,saint-joseph,-21.3667,55.6167,18.21,70,41,6.07,RE,1724883172
538,zhezqazghan,47.7833,67.7667,16.42,46,0,6.51,KZ,1724883173
539,sinop,41.7711,34.8709,17.15,88,11,2.5,TR,1724883174
540,karratha,-20.7377,116.8463,22.39,31,24,4.63,AU,1724883175
541,puerto santa,-8.9906,-78.6456,18.09,79,34,5.48,PE,1724883176
542,charters towers,-20.1,146.2667,19.16,81,26,2.89,AU,1724883177
543,fernley,39.608,-119.2518,34.56,12,0,2.24,US,1724883178
544,plastun,44.7561,136.2939,18.03,84,100,0.83,RU,1724883179
545,helena valley southeast,46.6153,-111.9216,18.45,37,87,6.71,US,1724883181
546,datca,36.7378,27.6842,25.25,70,0,3.09,TR,1724883182
547,pokhara,28.2333,83.9833,21.49,89,100,1.08,NP,1724883183
548,balkanabat,39.5108,54.3671,26.29,26,0,6.16,TM,1724883184
549,port isabel,26.0734,-97.2086,29.02,82,0,3.6,US,1724882704
550,merizo village,13.2658,144.6691,28.88,91,99,6.33,GU,1724883186
551,mishan,45.55,131.8833,18.86,90,1,0.67,CN,1724883187
552,suez,29.9737,32.5263,26.2,67,84,5.48,EG,1724883188
553,bouca,6.5105,18.2733,21.58,97,100,1.43,CF,1724883190
554,makoua,0.0069,15.6333,27.37,52,100,1.25,CG,1724882895
555,taroa,8.7058,171.2275,28.39,75,75,4.49,MH,1724883192
556,barcelos,41.5388,-8.6151,17.09,97,40,1.72,PT,1724883193
557,el granada,37.5027,-122.4694,27.22,65,20,6.69,US,1724883194
558,winnemucca,40.973,-117.7357,26.67,17,0,4.32,US,1724883195
559,chhor,25.5167,69.7667,26.76,83,100,8.42,PK,1724883196
560,nandyal,15.4833,78.4833,25.68,74,99,5.87,IN,1724882952
561,mossel bay,-34.1831,22.146,7.93,62,64,7.34,ZA,1724883198
562,sekong,-6.3996,106.0252,21.67,89,99,1.03,ID,1724883200
563,mogocha,53.7333,119.7667,9.48,83,29,0.72,RU,1724883201
564,axim,4.8699,-2.2405,23.59,92,99,2.76,GH,1724883202
565,zeya,53.75,127.2667,11.85,88,99,0.25,RU,1724883203
566,greytown,-29.0642,30.5928,8.22,91,100,2.45,ZA,1724883204
567,yreka,41.7354,-122.6345,30.1,27,0,1.54,US,1724883205
568,manta,-0.95,-80.7333,27.88,61,75,5.66,EC,1724883206
